Region,Year,Activities,ActivityType,Gender,HaveJob,TimeUse
0,2001,"Learning, self-education and training",Tertiary Activities,Male,FALSE,27
0,2006,"Learning, self-education and training",Tertiary Activities,Male,FALSE,24
0,2011,"Learning, self-education and training",Tertiary Activities,Male,FALSE,26
0,2016,"Learning, self-education and training",Tertiary Activities,Male,FALSE,24
0,1996,"Learning, self-education and training",Tertiary Activities,Female,,12
0,2001,"Learning, self-education and training",Tertiary Activities,Female,,13
0,2006,"Learning, self-education and training",Tertiary Activities,Female,,12
0,2011,"Learning, self-education and training",Tertiary Activities,Female,,12
0,2016,"Learning, self-education and training",Tertiary Activities,Female,,12
0,1996,"Learning, self-education and training",Tertiary Activities,Female,TRUE,6
0,2001,"Learning, self-education and training",Tertiary Activities,Female,TRUE,8
0,2006,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
0,2011,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
0,2016,"Learning, self-education and training",Tertiary Activities,Female,TRUE,7
0,1996,"Learning, self-education and training",Tertiary Activities,Female,FALSE,13
0,2001,"Learning, self-education and training",Tertiary Activities,Female,FALSE,14
0,2006,"Learning, self-education and training",Tertiary Activities,Female,FALSE,12
0,2011,"Learning, self-education and training",Tertiary Activities,Female,FALSE,13
0,2016,"Learning, self-education and training",Tertiary Activities,Female,FALSE,15
0,1996,Sports,Tertiary Activities,Female,FALSE,10
0,2001,Sports,Tertiary Activities,Female,FALSE,10
0,2006,Sports,Tertiary Activities,Female,FALSE,12
0,2011,Sports,Tertiary Activities,Female,FALSE,12
0,2016,Sports,Tertiary Activities,Female,FALSE,13
0,1996,Sports,Tertiary Activities,Female,TRUE,6
0,2001,Sports,Tertiary Activities,Female,TRUE,7
0,2006,Sports,Tertiary Activities,Female,TRUE,7
0,2011,Sports,Tertiary Activities,Female,TRUE,7
0,2016,Sports,Tertiary Activities,Female,TRUE,6
0,1996,Sports,Tertiary Activities,Female,,10
0,2001,Sports,Tertiary Activities,Female,,10
0,2006,Sports,Tertiary Activities,Female,,11
0,2011,Sports,Tertiary Activities,Female,,11
0,2016,Sports,Tertiary Activities,Female,,10
0,1996,Sports,Tertiary Activities,Male,FALSE,25
0,2001,Sports,Tertiary Activities,Male,FALSE,24
0,2006,Sports,Tertiary Activities,Male,FALSE,30
0,2011,Sports,Tertiary Activities,Male,FALSE,28
0,2016,Sports,Tertiary Activities,Male,FALSE,29
0,1996,Sports,Tertiary Activities,Male,TRUE,11
0,2001,Sports,Tertiary Activities,Male,TRUE,10
0,2006,Sports,Tertiary Activities,Male,TRUE,11
0,2011,Sports,Tertiary Activities,Male,TRUE,10
0,2016,Sports,Tertiary Activities,Male,TRUE,10
0,1996,Sports,Tertiary Activities,Male,,17
0,2001,Sports,Tertiary Activities,Male,,16
0,2006,Sports,Tertiary Activities,Male,,19
0,2011,Sports,Tertiary Activities,Male,,18
0,2016,Sports,Tertiary Activities,Male,,18
0,1996,Hobbies and amusements,Tertiary Activities,Male,,42
0,2001,Hobbies and amusements,Tertiary Activities,Male,,50
0,2006,Hobbies and amusements,Tertiary Activities,Male,,51
0,2011,Hobbies and amusements,Tertiary Activities,Male,,53
0,2016,Hobbies and amusements,Tertiary Activities,Male,,57
0,1996,Hobbies and amusements,Tertiary Activities,Male,TRUE,35
0,2001,Hobbies and amusements,Tertiary Activities,Male,TRUE,40
0,2006,Hobbies and amusements,Tertiary Activities,Male,TRUE,42
0,2011,Hobbies and amusements,Tertiary Activities,Male,TRUE,43
0,2016,Hobbies and amusements,Tertiary Activities,Male,TRUE,47
0,1996,Hobbies and amusements,Tertiary Activities,Male,FALSE,67
0,2001,Hobbies and amusements,Tertiary Activities,Male,FALSE,79
0,2006,Hobbies and amusements,Tertiary Activities,Male,FALSE,79
0,2011,Hobbies and amusements,Tertiary Activities,Male,FALSE,78
0,2016,Hobbies and amusements,Tertiary Activities,Male,FALSE,81
0,1996,Hobbies and amusements,Tertiary Activities,Female,,30
0,2001,Hobbies and amusements,Tertiary Activities,Female,,35
0,2006,Hobbies and amusements,Tertiary Activities,Female,,38
0,2011,Hobbies and amusements,Tertiary Activities,Female,,37
0,2016,Hobbies and amusements,Tertiary Activities,Female,,37
0,1996,Hobbies and amusements,Tertiary Activities,Female,TRUE,22
0,2001,Hobbies and amusements,Tertiary Activities,Female,TRUE,27
0,2006,Hobbies and amusements,Tertiary Activities,Female,TRUE,30
0,2011,Hobbies and amusements,Tertiary Activities,Female,TRUE,29
0,2016,Hobbies and amusements,Tertiary Activities,Female,TRUE,30
0,1996,Hobbies and amusements,Tertiary Activities,Female,FALSE,38
0,2001,Hobbies and amusements,Tertiary Activities,Female,FALSE,43
0,2006,Hobbies and amusements,Tertiary Activities,Female,FALSE,46
0,2011,Hobbies and amusements,Tertiary Activities,Female,FALSE,44
0,2016,Hobbies and amusements,Tertiary Activities,Female,FALSE,44
