Region,Year,Activities,ActivityType,Gender,HaveJob,TimeUse
0,1996,Rest and relaxation,Tertiary Activities,Male,FALSE,107
0,2001,Rest and relaxation,Tertiary Activities,Male,FALSE,106
0,2006,Rest and relaxation,Tertiary Activities,Male,FALSE,109
0,2011,Rest and relaxation,Tertiary Activities,Male,FALSE,114
0,2016,Rest and relaxation,Tertiary Activities,Male,FALSE,116
0,1996,Rest and relaxation,Tertiary Activities,Male,TRUE,64
0,2001,Rest and relaxation,Tertiary Activities,Male,TRUE,69
0,2006,Rest and relaxation,Tertiary Activities,Male,TRUE,74
0,2011,Rest and relaxation,Tertiary Activities,Male,TRUE,81
0,2016,Rest and relaxation,Tertiary Activities,Male,TRUE,89
0,1996,Rest and relaxation,Tertiary Activities,Male,,73
0,2001,Rest and relaxation,Tertiary Activities,Male,,79
0,2006,Rest and relaxation,Tertiary Activities,Male,,83
0,2011,Rest and relaxation,Tertiary Activities,Male,,91
0,2016,Rest and relaxation,Tertiary Activities,Male,,97
0,1996,Medical examination and treatment,Tertiary Activities,Male,,6
0,2001,Medical examination and treatment,Tertiary Activities,Male,,7
0,2006,Medical examination and treatment,Tertiary Activities,Male,,7
0,2011,Medical examination and treatment,Tertiary Activities,Male,,7
0,2016,Medical examination and treatment,Tertiary Activities,Male,,7
0,1996,Medical examination and treatment,Tertiary Activities,Male,TRUE,4
0,2001,Medical examination and treatment,Tertiary Activities,Male,TRUE,4
0,2006,Medical examination and treatment,Tertiary Activities,Male,TRUE,3
0,2011,Medical examination and treatment,Tertiary Activities,Male,TRUE,4
0,2016,Medical examination and treatment,Tertiary Activities,Male,TRUE,4
0,1996,Medical examination and treatment,Tertiary Activities,Male,FALSE,17
0,2001,Medical examination and treatment,Tertiary Activities,Male,FALSE,19
0,2006,Medical examination and treatment,Tertiary Activities,Male,FALSE,20
0,2011,Medical examination and treatment,Tertiary Activities,Male,FALSE,17
0,2016,Medical examination and treatment,Tertiary Activities,Male,FALSE,14
0,1996,Medical examination and treatment,Tertiary Activities,Female,,8
0,2001,Medical examination and treatment,Tertiary Activities,Female,,10
0,2006,Medical examination and treatment,Tertiary Activities,Female,,10
0,2011,Medical examination and treatment,Tertiary Activities,Female,,10
0,2016,Medical examination and treatment,Tertiary Activities,Female,,9
0,1996,Medical examination and treatment,Tertiary Activities,Female,TRUE,4
0,2001,Medical examination and treatment,Tertiary Activities,Female,TRUE,5
0,2006,Medical examination and treatment,Tertiary Activities,Female,TRUE,5
0,2011,Medical examination and treatment,Tertiary Activities,Female,TRUE,5
0,2016,Medical examination and treatment,Tertiary Activities,Female,TRUE,5
0,1996,Medical examination and treatment,Tertiary Activities,Female,FALSE,14
0,2001,Medical examination and treatment,Tertiary Activities,Female,FALSE,15
0,2006,Medical examination and treatment,Tertiary Activities,Female,FALSE,17
0,2011,Medical examination and treatment,Tertiary Activities,Female,FALSE,15
0,2016,Medical examination and treatment,Tertiary Activities,Female,FALSE,14
0,1996,Social life,Tertiary Activities,Female,FALSE,29
0,2001,Social life,Tertiary Activities,Female,FALSE,29
0,2006,Social life,Tertiary Activities,Female,FALSE,25
0,2011,Social life,Tertiary Activities,Female,FALSE,21
0,2016,Social life,Tertiary Activities,Female,FALSE,20
0,1996,Social life,Tertiary Activities,Female,TRUE,26
0,2001,Social life,Tertiary Activities,Female,TRUE,26
0,2006,Social life,Tertiary Activities,Female,TRUE,23
0,2011,Social life,Tertiary Activities,Female,TRUE,20
0,2016,Social life,Tertiary Activities,Female,TRUE,18
0,1996,Social life,Tertiary Activities,Female,,27
0,2001,Social life,Tertiary Activities,Female,,27
0,2006,Social life,Tertiary Activities,Female,,24
0,2011,Social life,Tertiary Activities,Female,,20
0,2016,Social life,Tertiary Activities,Female,,19
0,1996,Social life,Tertiary Activities,Male,FALSE,28
0,2001,Social life,Tertiary Activities,Male,FALSE,27
0,2006,Social life,Tertiary Activities,Male,FALSE,21
0,2011,Social life,Tertiary Activities,Male,FALSE,18
0,2016,Social life,Tertiary Activities,Male,FALSE,14
0,1996,Social life,Tertiary Activities,Male,TRUE,28
0,2001,Social life,Tertiary Activities,Male,TRUE,25
0,2006,Social life,Tertiary Activities,Male,TRUE,20
0,2011,Social life,Tertiary Activities,Male,TRUE,18
0,2016,Social life,Tertiary Activities,Male,TRUE,16
0,1996,Social life,Tertiary Activities,Male,,27
0,2001,Social life,Tertiary Activities,Male,,25
0,2006,Social life,Tertiary Activities,Male,,20
0,2011,Social life,Tertiary Activities,Male,,18
0,2016,Social life,Tertiary Activities,Male,,15
0,1996,"Learning, self-education and training",Tertiary Activities,Male,,12
0,2001,"Learning, self-education and training",Tertiary Activities,Male,,14
0,2006,"Learning, self-education and training",Tertiary Activities,Male,,13
0,2011,"Learning, self-education and training",Tertiary Activities,Male,,13
0,2016,"Learning, self-education and training",Tertiary Activities,Male,,13
0,1996,"Learning, self-education and training",Tertiary Activities,Male,TRUE,6
0,2001,"Learning, self-education and training",Tertiary Activities,Male,TRUE,8
0,2006,"Learning, self-education and training",Tertiary Activities,Male,TRUE,7
0,2011,"Learning, self-education and training",Tertiary Activities,Male,TRUE,7
0,2016,"Learning, self-education and training",Tertiary Activities,Male,TRUE,6
0,1996,"Learning, self-education and training",Tertiary Activities,Male,FALSE,26
