Region,Year,Activities,ActivityType,Gender,HaveJob,TimeUse
13000,2006,Caring and nursing,Secondary Activities,Male,TRUE,1
14000,2006,Caring and nursing,Secondary Activities,Male,TRUE,1
15000,2006,Caring and nursing,Secondary Activities,Male,TRUE,1
16000,2006,Caring and nursing,Secondary Activities,Male,TRUE,1
17000,2006,Caring and nursing,Secondary Activities,Male,TRUE,1
18000,2006,Caring and nursing,Secondary Activities,Male,TRUE,1
19000,2006,Caring and nursing,Secondary Activities,Male,TRUE,1
20000,2006,Caring and nursing,Secondary Activities,Male,TRUE,2
21000,2006,Caring and nursing,Secondary Activities,Male,TRUE,2
22000,2006,Caring and nursing,Secondary Activities,Male,TRUE,1
23000,2006,Caring and nursing,Secondary Activities,Male,TRUE,1
24000,2006,Caring and nursing,Secondary Activities,Male,TRUE,0
25000,2006,Caring and nursing,Secondary Activities,Male,TRUE,0
26000,2006,Caring and nursing,Secondary Activities,Male,TRUE,1
27000,2006,Caring and nursing,Secondary Activities,Male,TRUE,2
28000,2006,Caring and nursing,Secondary Activities,Male,TRUE,2
29000,2006,Caring and nursing,Secondary Activities,Male,TRUE,1
30000,2006,Caring and nursing,Secondary Activities,Male,TRUE,2
31000,2006,Caring and nursing,Secondary Activities,Male,TRUE,1
32000,2006,Caring and nursing,Secondary Activities,Male,TRUE,1
33000,2006,Caring and nursing,Secondary Activities,Male,TRUE,1
34000,2006,Caring and nursing,Secondary Activities,Male,TRUE,1
35000,2006,Caring and nursing,Secondary Activities,Male,TRUE,1
36000,2006,Caring and nursing,Secondary Activities,Male,TRUE,1
37000,2006,Caring and nursing,Secondary Activities,Male,TRUE,1
38000,2006,Caring and nursing,Secondary Activities,Male,TRUE,2
39000,2006,Caring and nursing,Secondary Activities,Male,TRUE,1
40000,2006,Caring and nursing,Secondary Activities,Male,TRUE,1
41000,2006,Caring and nursing,Secondary Activities,Male,TRUE,1
42000,2006,Caring and nursing,Secondary Activities,Male,TRUE,0
43000,2006,Caring and nursing,Secondary Activities,Male,TRUE,2
44000,2006,Caring and nursing,Secondary Activities,Male,TRUE,1
45000,2006,Caring and nursing,Secondary Activities,Male,TRUE,2
46000,2006,Caring and nursing,Secondary Activities,Male,TRUE,1
47000,2006,Caring and nursing,Secondary Activities,Male,TRUE,1
0,2011,Caring and nursing,Secondary Activities,Male,TRUE,1
1000,2011,Caring and nursing,Secondary Activities,Male,TRUE,1
2000,2011,Caring and nursing,Secondary Activities,Male,TRUE,0
3000,2011,Caring and nursing,Secondary Activities,Male,TRUE,1
4000,2011,Caring and nursing,Secondary Activities,Male,TRUE,1
5000,2011,Caring and nursing,Secondary Activities,Male,TRUE,1
6000,2011,Caring and nursing,Secondary Activities,Male,TRUE,1
7000,2011,Caring and nursing,Secondary Activities,Male,TRUE,0
8000,2011,Caring and nursing,Secondary Activities,Male,TRUE,1
9000,2011,Caring and nursing,Secondary Activities,Male,TRUE,1
10000,2011,Caring and nursing,Secondary Activities,Male,TRUE,1
11000,2011,Caring and nursing,Secondary Activities,Male,TRUE,1
12000,2011,Caring and nursing,Secondary Activities,Male,TRUE,0
13000,2011,Caring and nursing,Secondary Activities,Male,TRUE,1
14000,2011,Caring and nursing,Secondary Activities,Male,TRUE,1
15000,2011,Caring and nursing,Secondary Activities,Male,TRUE,1
16000,2011,Caring and nursing,Secondary Activities,Male,TRUE,2
17000,2011,Caring and nursing,Secondary Activities,Male,TRUE,1
18000,2011,Caring and nursing,Secondary Activities,Male,TRUE,1
19000,2011,Caring and nursing,Secondary Activities,Male,TRUE,1
20000,2011,Caring and nursing,Secondary Activities,Male,TRUE,2
21000,2011,Caring and nursing,Secondary Activities,Male,TRUE,1
22000,2011,Caring and nursing,Secondary Activities,Male,TRUE,1
23000,2011,Caring and nursing,Secondary Activities,Male,TRUE,1
24000,2011,Caring and nursing,Secondary Activities,Male,TRUE,2
25000,2011,Caring and nursing,Secondary Activities,Male,TRUE,3
26000,2011,Caring and nursing,Secondary Activities,Male,TRUE,0
27000,2011,Caring and nursing,Secondary Activities,Male,TRUE,1
28000,2011,Caring and nursing,Secondary Activities,Male,TRUE,1
29000,2011,Caring and nursing,Secondary Activities,Male,TRUE,2
30000,2011,Caring and nursing,Secondary Activities,Male,TRUE,1
31000,2011,Caring and nursing,Secondary Activities,Male,TRUE,2
32000,2011,Caring and nursing,Secondary Activities,Male,TRUE,2
33000,2011,Caring and nursing,Secondary Activities,Male,TRUE,1
34000,2011,Caring and nursing,Secondary Activities,Male,TRUE,0
35000,2011,Caring and nursing,Secondary Activities,Male,TRUE,1
36000,2011,Caring and nursing,Secondary Activities,Male,TRUE,2
37000,2011,Caring and nursing,Secondary Activities,Male,TRUE,1
38000,2011,Caring and nursing,Secondary Activities,Male,TRUE,2
39000,2011,Caring and nursing,Secondary Activities,Male,TRUE,1
40000,2011,Caring and nursing,Secondary Activities,Male,TRUE,0
41000,2011,Caring and nursing,Secondary Activities,Male,TRUE,2
42000,2011,Caring and nursing,Secondary Activities,Male,TRUE,1
43000,2011,Caring and nursing,Secondary Activities,Male,TRUE,1
44000,2011,Caring and nursing,Secondary Activities,Male,TRUE,1
45000,2011,Caring and nursing,Secondary Activities,Male,TRUE,0
46000,2011,Caring and nursing,Secondary Activities,Male,TRUE,1
47000,2011,Caring and nursing,Secondary Activities,Male,TRUE,1
0,2016,Caring and nursing,Secondary Activities,Male,TRUE,1
1000,2016,Caring and nursing,Secondary Activities,Male,TRUE,1
2000,2016,Caring and nursing,Secondary Activities,Male,TRUE,1
3000,2016,Caring and nursing,Secondary Activities,Male,TRUE,2
4000,2016,Caring and nursing,Secondary Activities,Male,TRUE,4
5000,2016,Caring and nursing,Secondary Activities,Male,TRUE,0
6000,2016,Caring and nursing,Secondary Activities,Male,TRUE,1
7000,2016,Caring and nursing,Secondary Activities,Male,TRUE,1
8000,2016,Caring and nursing,Secondary Activities,Male,TRUE,1
9000,2016,Caring and nursing,Secondary Activities,Male,TRUE,1
10000,2016,Caring and nursing,Secondary Activities,Male,TRUE,1
11000,2016,Caring and nursing,Secondary Activities,Male,TRUE,0
12000,2016,Caring and nursing,Secondary Activities,Male,TRUE,2
13000,2016,Caring and nursing,Secondary Activities,Male,TRUE,1
14000,2016,Caring and nursing,Secondary Activities,Male,TRUE,1
15000,2016,Caring and nursing,Secondary Activities,Male,TRUE,1
16000,2016,Caring and nursing,Secondary Activities,Male,TRUE,1
17000,2016,Caring and nursing,Secondary Activities,Male,TRUE,2
18000,2016,Caring and nursing,Secondary Activities,Male,TRUE,1
19000,2016,Caring and nursing,Secondary Activities,Male,TRUE,1
20000,2016,Caring and nursing,Secondary Activities,Male,TRUE,1
21000,2016,Caring and nursing,Secondary Activities,Male,TRUE,2
22000,2016,Caring and nursing,Secondary Activities,Male,TRUE,1
23000,2016,Caring and nursing,Secondary Activities,Male,TRUE,1
24000,2016,Caring and nursing,Secondary Activities,Male,TRUE,1
25000,2016,Caring and nursing,Secondary Activities,Male,TRUE,1
26000,2016,Caring and nursing,Secondary Activities,Male,TRUE,1
27000,2016,Caring and nursing,Secondary Activities,Male,TRUE,1
28000,2016,Caring and nursing,Secondary Activities,Male,TRUE,1
29000,2016,Caring and nursing,Secondary Activities,Male,TRUE,2
30000,2016,Caring and nursing,Secondary Activities,Male,TRUE,1
31000,2016,Caring and nursing,Secondary Activities,Male,TRUE,2
32000,2016,Caring and nursing,Secondary Activities,Male,TRUE,1
33000,2016,Caring and nursing,Secondary Activities,Male,TRUE,1
34000,2016,Caring and nursing,Secondary Activities,Male,TRUE,1
35000,2016,Caring and nursing,Secondary Activities,Male,TRUE,1
36000,2016,Caring and nursing,Secondary Activities,Male,TRUE,3
37000,2016,Caring and nursing,Secondary Activities,Male,TRUE,2
38000,2016,Caring and nursing,Secondary Activities,Male,TRUE,1
39000,2016,Caring and nursing,Secondary Activities,Male,TRUE,2
40000,2016,Caring and nursing,Secondary Activities,Male,TRUE,1
41000,2016,Caring and nursing,Secondary Activities,Male,TRUE,2
42000,2016,Caring and nursing,Secondary Activities,Male,TRUE,3
43000,2016,Caring and nursing,Secondary Activities,Male,TRUE,1
44000,2016,Caring and nursing,Secondary Activities,Male,TRUE,2
45000,2016,Caring and nursing,Secondary Activities,Male,TRUE,1
46000,2016,Caring and nursing,Secondary Activities,Male,TRUE,1
47000,2016,Caring and nursing,Secondary Activities,Male,TRUE,2
0,1996,Caring and nursing,Secondary Activities,Male,FALSE,3
1000,1996,Caring and nursing,Secondary Activities,Male,FALSE,2
2000,1996,Caring and nursing,Secondary Activities,Male,FALSE,3
3000,1996,Caring and nursing,Secondary Activities,Male,FALSE,2
4000,1996,Caring and nursing,Secondary Activities,Male,FALSE,2
5000,1996,Caring and nursing,Secondary Activities,Male,FALSE,1
6000,1996,Caring and nursing,Secondary Activities,Male,FALSE,2
7000,1996,Caring and nursing,Secondary Activities,Male,FALSE,4
8000,1996,Caring and nursing,Secondary Activities,Male,FALSE,2
9000,1996,Caring and nursing,Secondary Activities,Male,FALSE,1
10000,1996,Caring and nursing,Secondary Activities,Male,FALSE,0
11000,1996,Caring and nursing,Secondary Activities,Male,FALSE,2
12000,1996,Caring and nursing,Secondary Activities,Male,FALSE,2
13000,1996,Caring and nursing,Secondary Activities,Male,FALSE,0
14000,1996,Caring and nursing,Secondary Activities,Male,FALSE,5
15000,1996,Caring and nursing,Secondary Activities,Male,FALSE,3
16000,1996,Caring and nursing,Secondary Activities,Male,FALSE,3
17000,1996,Caring and nursing,Secondary Activities,Male,FALSE,1
18000,1996,Caring and nursing,Secondary Activities,Male,FALSE,6
19000,1996,Caring and nursing,Secondary Activities,Male,FALSE,2
20000,1996,Caring and nursing,Secondary Activities,Male,FALSE,0
21000,1996,Caring and nursing,Secondary Activities,Male,FALSE,1
22000,1996,Caring and nursing,Secondary Activities,Male,FALSE,0
23000,1996,Caring and nursing,Secondary Activities,Male,FALSE,4
24000,1996,Caring and nursing,Secondary Activities,Male,FALSE,6
25000,1996,Caring and nursing,Secondary Activities,Male,FALSE,2
26000,1996,Caring and nursing,Secondary Activities,Male,FALSE,5
27000,1996,Caring and nursing,Secondary Activities,Male,FALSE,2
28000,1996,Caring and nursing,Secondary Activities,Male,FALSE,2
29000,1996,Caring and nursing,Secondary Activities,Male,FALSE,2
30000,1996,Caring and nursing,Secondary Activities,Male,FALSE,3
31000,1996,Caring and nursing,Secondary Activities,Male,FALSE,2
32000,1996,Caring and nursing,Secondary Activities,Male,FALSE,3
33000,1996,Caring and nursing,Secondary Activities,Male,FALSE,4
34000,1996,Caring and nursing,Secondary Activities,Male,FALSE,4
35000,1996,Caring and nursing,Secondary Activities,Male,FALSE,1
36000,1996,Caring and nursing,Secondary Activities,Male,FALSE,5
37000,1996,Caring and nursing,Secondary Activities,Male,FALSE,0
38000,1996,Caring and nursing,Secondary Activities,Male,FALSE,10
39000,1996,Caring and nursing,Secondary Activities,Male,FALSE,2
40000,1996,Caring and nursing,Secondary Activities,Male,FALSE,3
41000,1996,Caring and nursing,Secondary Activities,Male,FALSE,0
42000,1996,Caring and nursing,Secondary Activities,Male,FALSE,3
43000,1996,Caring and nursing,Secondary Activities,Male,FALSE,2
44000,1996,Caring and nursing,Secondary Activities,Male,FALSE,3
45000,1996,Caring and nursing,Secondary Activities,Male,FALSE,6
46000,1996,Caring and nursing,Secondary Activities,Male,FALSE,6
47000,1996,Caring and nursing,Secondary Activities,Male,FALSE,1
0,2001,Caring and nursing,Secondary Activities,Male,FALSE,3
1000,2001,Caring and nursing,Secondary Activities,Male,FALSE,3
2000,2001,Caring and nursing,Secondary Activities,Male,FALSE,1
3000,2001,Caring and nursing,Secondary Activities,Male,FALSE,2
4000,2001,Caring and nursing,Secondary Activities,Male,FALSE,2
5000,2001,Caring and nursing,Secondary Activities,Male,FALSE,2
6000,2001,Caring and nursing,Secondary Activities,Male,FALSE,2
7000,2001,Caring and nursing,Secondary Activities,Male,FALSE,3
8000,2001,Caring and nursing,Secondary Activities,Male,FALSE,2
9000,2001,Caring and nursing,Secondary Activities,Male,FALSE,5
10000,2001,Caring and nursing,Secondary Activities,Male,FALSE,1
11000,2001,Caring and nursing,Secondary Activities,Male,FALSE,1
12000,2001,Caring and nursing,Secondary Activities,Male,FALSE,2
13000,2001,Caring and nursing,Secondary Activities,Male,FALSE,3
14000,2001,Caring and nursing,Secondary Activities,Male,FALSE,3
15000,2001,Caring and nursing,Secondary Activities,Male,FALSE,4
16000,2001,Caring and nursing,Secondary Activities,Male,FALSE,2
17000,2001,Caring and nursing,Secondary Activities,Male,FALSE,3
18000,2001,Caring and nursing,Secondary Activities,Male,FALSE,1
19000,2001,Caring and nursing,Secondary Activities,Male,FALSE,2
20000,2001,Caring and nursing,Secondary Activities,Male,FALSE,1
21000,2001,Caring and nursing,Secondary Activities,Male,FALSE,6
22000,2001,Caring and nursing,Secondary Activities,Male,FALSE,4
23000,2001,Caring and nursing,Secondary Activities,Male,FALSE,3
24000,2001,Caring and nursing,Secondary Activities,Male,FALSE,5
25000,2001,Caring and nursing,Secondary Activities,Male,FALSE,4
26000,2001,Caring and nursing,Secondary Activities,Male,FALSE,3
27000,2001,Caring and nursing,Secondary Activities,Male,FALSE,2
28000,2001,Caring and nursing,Secondary Activities,Male,FALSE,1
29000,2001,Caring and nursing,Secondary Activities,Male,FALSE,3
30000,2001,Caring and nursing,Secondary Activities,Male,FALSE,1
31000,2001,Caring and nursing,Secondary Activities,Male,FALSE,6
32000,2001,Caring and nursing,Secondary Activities,Male,FALSE,2
33000,2001,Caring and nursing,Secondary Activities,Male,FALSE,4
34000,2001,Caring and nursing,Secondary Activities,Male,FALSE,8
35000,2001,Caring and nursing,Secondary Activities,Male,FALSE,5
36000,2001,Caring and nursing,Secondary Activities,Male,FALSE,3
37000,2001,Caring and nursing,Secondary Activities,Male,FALSE,2
38000,2001,Caring and nursing,Secondary Activities,Male,FALSE,3
39000,2001,Caring and nursing,Secondary Activities,Male,FALSE,10
40000,2001,Caring and nursing,Secondary Activities,Male,FALSE,2
41000,2001,Caring and nursing,Secondary Activities,Male,FALSE,2
42000,2001,Caring and nursing,Secondary Activities,Male,FALSE,3
43000,2001,Caring and nursing,Secondary Activities,Male,FALSE,2
44000,2001,Caring and nursing,Secondary Activities,Male,FALSE,5
45000,2001,Caring and nursing,Secondary Activities,Male,FALSE,3
46000,2001,Caring and nursing,Secondary Activities,Male,FALSE,3
47000,2001,Caring and nursing,Secondary Activities,Male,FALSE,2
0,2006,Caring and nursing,Secondary Activities,Male,FALSE,4
1000,2006,Caring and nursing,Secondary Activities,Male,FALSE,2
2000,2006,Caring and nursing,Secondary Activities,Male,FALSE,6
3000,2006,Caring and nursing,Secondary Activities,Male,FALSE,2
4000,2006,Caring and nursing,Secondary Activities,Male,FALSE,2
5000,2006,Caring and nursing,Secondary Activities,Male,FALSE,4
6000,2006,Caring and nursing,Secondary Activities,Male,FALSE,5
7000,2006,Caring and nursing,Secondary Activities,Male,FALSE,3
8000,2006,Caring and nursing,Secondary Activities,Male,FALSE,3
9000,2006,Caring and nursing,Secondary Activities,Male,FALSE,2
10000,2006,Caring and nursing,Secondary Activities,Male,FALSE,12
11000,2006,Caring and nursing,Secondary Activities,Male,FALSE,5
12000,2006,Caring and nursing,Secondary Activities,Male,FALSE,4
13000,2006,Caring and nursing,Secondary Activities,Male,FALSE,2
14000,2006,Caring and nursing,Secondary Activities,Male,FALSE,6
15000,2006,Caring and nursing,Secondary Activities,Male,FALSE,4
16000,2006,Caring and nursing,Secondary Activities,Male,FALSE,5
17000,2006,Caring and nursing,Secondary Activities,Male,FALSE,2
18000,2006,Caring and nursing,Secondary Activities,Male,FALSE,2
19000,2006,Caring and nursing,Secondary Activities,Male,FALSE,4
20000,2006,Caring and nursing,Secondary Activities,Male,FALSE,2
21000,2006,Caring and nursing,Secondary Activities,Male,FALSE,6
22000,2006,Caring and nursing,Secondary Activities,Male,FALSE,7
23000,2006,Caring and nursing,Secondary Activities,Male,FALSE,7
24000,2006,Caring and nursing,Secondary Activities,Male,FALSE,1
25000,2006,Caring and nursing,Secondary Activities,Male,FALSE,1
26000,2006,Caring and nursing,Secondary Activities,Male,FALSE,2
27000,2006,Caring and nursing,Secondary Activities,Male,FALSE,4
28000,2006,Caring and nursing,Secondary Activities,Male,FALSE,3
29000,2006,Caring and nursing,Secondary Activities,Male,FALSE,3
30000,2006,Caring and nursing,Secondary Activities,Male,FALSE,2
31000,2006,Caring and nursing,Secondary Activities,Male,FALSE,3
32000,2006,Caring and nursing,Secondary Activities,Male,FALSE,2
33000,2006,Caring and nursing,Secondary Activities,Male,FALSE,5
34000,2006,Caring and nursing,Secondary Activities,Male,FALSE,6
35000,2006,Caring and nursing,Secondary Activities,Male,FALSE,5
36000,2006,Caring and nursing,Secondary Activities,Male,FALSE,4
37000,2006,Caring and nursing,Secondary Activities,Male,FALSE,1
38000,2006,Caring and nursing,Secondary Activities,Male,FALSE,15
39000,2006,Caring and nursing,Secondary Activities,Male,FALSE,4
40000,2006,Caring and nursing,Secondary Activities,Male,FALSE,4
41000,2006,Caring and nursing,Secondary Activities,Male,FALSE,3
42000,2006,Caring and nursing,Secondary Activities,Male,FALSE,2
43000,2006,Caring and nursing,Secondary Activities,Male,FALSE,3
44000,2006,Caring and nursing,Secondary Activities,Male,FALSE,3
45000,2006,Caring and nursing,Secondary Activities,Male,FALSE,3
46000,2006,Caring and nursing,Secondary Activities,Male,FALSE,2
47000,2006,Caring and nursing,Secondary Activities,Male,FALSE,5
0,2011,Caring and nursing,Secondary Activities,Male,FALSE,4
1000,2011,Caring and nursing,Secondary Activities,Male,FALSE,4
2000,2011,Caring and nursing,Secondary Activities,Male,FALSE,3
3000,2011,Caring and nursing,Secondary Activities,Male,FALSE,4
4000,2011,Caring and nursing,Secondary Activities,Male,FALSE,2
5000,2011,Caring and nursing,Secondary Activities,Male,FALSE,2
6000,2011,Caring and nursing,Secondary Activities,Male,FALSE,3
7000,2011,Caring and nursing,Secondary Activities,Male,FALSE,3
8000,2011,Caring and nursing,Secondary Activities,Male,FALSE,2
9000,2011,Caring and nursing,Secondary Activities,Male,FALSE,7
10000,2011,Caring and nursing,Secondary Activities,Male,FALSE,6
11000,2011,Caring and nursing,Secondary Activities,Male,FALSE,2
12000,2011,Caring and nursing,Secondary Activities,Male,FALSE,4
13000,2011,Caring and nursing,Secondary Activities,Male,FALSE,3
14000,2011,Caring and nursing,Secondary Activities,Male,FALSE,4
15000,2011,Caring and nursing,Secondary Activities,Male,FALSE,3
16000,2011,Caring and nursing,Secondary Activities,Male,FALSE,2
17000,2011,Caring and nursing,Secondary Activities,Male,FALSE,3
18000,2011,Caring and nursing,Secondary Activities,Male,FALSE,2
19000,2011,Caring and nursing,Secondary Activities,Male,FALSE,3
20000,2011,Caring and nursing,Secondary Activities,Male,FALSE,8
21000,2011,Caring and nursing,Secondary Activities,Male,FALSE,5
22000,2011,Caring and nursing,Secondary Activities,Male,FALSE,3
23000,2011,Caring and nursing,Secondary Activities,Male,FALSE,5
24000,2011,Caring and nursing,Secondary Activities,Male,FALSE,3
25000,2011,Caring and nursing,Secondary Activities,Male,FALSE,3
26000,2011,Caring and nursing,Secondary Activities,Male,FALSE,5
27000,2011,Caring and nursing,Secondary Activities,Male,FALSE,4
28000,2011,Caring and nursing,Secondary Activities,Male,FALSE,3
29000,2011,Caring and nursing,Secondary Activities,Male,FALSE,7
30000,2011,Caring and nursing,Secondary Activities,Male,FALSE,2
31000,2011,Caring and nursing,Secondary Activities,Male,FALSE,2
32000,2011,Caring and nursing,Secondary Activities,Male,FALSE,2
33000,2011,Caring and nursing,Secondary Activities,Male,FALSE,11
34000,2011,Caring and nursing,Secondary Activities,Male,FALSE,3
35000,2011,Caring and nursing,Secondary Activities,Male,FALSE,3
36000,2011,Caring and nursing,Secondary Activities,Male,FALSE,5
37000,2011,Caring and nursing,Secondary Activities,Male,FALSE,5
38000,2011,Caring and nursing,Secondary Activities,Male,FALSE,7
39000,2011,Caring and nursing,Secondary Activities,Male,FALSE,4
40000,2011,Caring and nursing,Secondary Activities,Male,FALSE,6
41000,2011,Caring and nursing,Secondary Activities,Male,FALSE,4
42000,2011,Caring and nursing,Secondary Activities,Male,FALSE,2
43000,2011,Caring and nursing,Secondary Activities,Male,FALSE,4
44000,2011,Caring and nursing,Secondary Activities,Male,FALSE,4
45000,2011,Caring and nursing,Secondary Activities,Male,FALSE,4
46000,2011,Caring and nursing,Secondary Activities,Male,FALSE,5
47000,2011,Caring and nursing,Secondary Activities,Male,FALSE,5
0,2016,Caring and nursing,Secondary Activities,Male,FALSE,4
1000,2016,Caring and nursing,Secondary Activities,Male,FALSE,6
2000,2016,Caring and nursing,Secondary Activities,Male,FALSE,5
3000,2016,Caring and nursing,Secondary Activities,Male,FALSE,2
4000,2016,Caring and nursing,Secondary Activities,Male,FALSE,5
5000,2016,Caring and nursing,Secondary Activities,Male,FALSE,2
6000,2016,Caring and nursing,Secondary Activities,Male,FALSE,5
7000,2016,Caring and nursing,Secondary Activities,Male,FALSE,2
8000,2016,Caring and nursing,Secondary Activities,Male,FALSE,4
9000,2016,Caring and nursing,Secondary Activities,Male,FALSE,3
10000,2016,Caring and nursing,Secondary Activities,Male,FALSE,2
11000,2016,Caring and nursing,Secondary Activities,Male,FALSE,7
12000,2016,Caring and nursing,Secondary Activities,Male,FALSE,3
13000,2016,Caring and nursing,Secondary Activities,Male,FALSE,4
14000,2016,Caring and nursing,Secondary Activities,Male,FALSE,2
15000,2016,Caring and nursing,Secondary Activities,Male,FALSE,2
16000,2016,Caring and nursing,Secondary Activities,Male,FALSE,4
17000,2016,Caring and nursing,Secondary Activities,Male,FALSE,5
18000,2016,Caring and nursing,Secondary Activities,Male,FALSE,3
19000,2016,Caring and nursing,Secondary Activities,Male,FALSE,7
20000,2016,Caring and nursing,Secondary Activities,Male,FALSE,7
21000,2016,Caring and nursing,Secondary Activities,Male,FALSE,6
22000,2016,Caring and nursing,Secondary Activities,Male,FALSE,4
23000,2016,Caring and nursing,Secondary Activities,Male,FALSE,3
24000,2016,Caring and nursing,Secondary Activities,Male,FALSE,4
25000,2016,Caring and nursing,Secondary Activities,Male,FALSE,7
26000,2016,Caring and nursing,Secondary Activities,Male,FALSE,4
27000,2016,Caring and nursing,Secondary Activities,Male,FALSE,6
28000,2016,Caring and nursing,Secondary Activities,Male,FALSE,8
29000,2016,Caring and nursing,Secondary Activities,Male,FALSE,8
30000,2016,Caring and nursing,Secondary Activities,Male,FALSE,6
31000,2016,Caring and nursing,Secondary Activities,Male,FALSE,5
32000,2016,Caring and nursing,Secondary Activities,Male,FALSE,6
33000,2016,Caring and nursing,Secondary Activities,Male,FALSE,1
34000,2016,Caring and nursing,Secondary Activities,Male,FALSE,3
35000,2016,Caring and nursing,Secondary Activities,Male,FALSE,3
36000,2016,Caring and nursing,Secondary Activities,Male,FALSE,7
37000,2016,Caring and nursing,Secondary Activities,Male,FALSE,3
38000,2016,Caring and nursing,Secondary Activities,Male,FALSE,4
39000,2016,Caring and nursing,Secondary Activities,Male,FALSE,6
40000,2016,Caring and nursing,Secondary Activities,Male,FALSE,5
41000,2016,Caring and nursing,Secondary Activities,Male,FALSE,4
42000,2016,Caring and nursing,Secondary Activities,Male,FALSE,3
43000,2016,Caring and nursing,Secondary Activities,Male,FALSE,4
44000,2016,Caring and nursing,Secondary Activities,Male,FALSE,2
45000,2016,Caring and nursing,Secondary Activities,Male,FALSE,2
46000,2016,Caring and nursing,Secondary Activities,Male,FALSE,2
47000,2016,Caring and nursing,Secondary Activities,Male,FALSE,0
0,1996,Caring and nursing,Secondary Activities,Female,,5
1000,1996,Caring and nursing,Secondary Activities,Female,,4
2000,1996,Caring and nursing,Secondary Activities,Female,,5
3000,1996,Caring and nursing,Secondary Activities,Female,,7
4000,1996,Caring and nursing,Secondary Activities,Female,,6
5000,1996,Caring and nursing,Secondary Activities,Female,,5
6000,1996,Caring and nursing,Secondary Activities,Female,,5
7000,1996,Caring and nursing,Secondary Activities,Female,,4
8000,1996,Caring and nursing,Secondary Activities,Female,,3
9000,1996,Caring and nursing,Secondary Activities,Female,,5
10000,1996,Caring and nursing,Secondary Activities,Female,,4
11000,1996,Caring and nursing,Secondary Activities,Female,,5
12000,1996,Caring and nursing,Secondary Activities,Female,,4
13000,1996,Caring and nursing,Secondary Activities,Female,,4
14000,1996,Caring and nursing,Secondary Activities,Female,,4
15000,1996,Caring and nursing,Secondary Activities,Female,,5
16000,1996,Caring and nursing,Secondary Activities,Female,,5
17000,1996,Caring and nursing,Secondary Activities,Female,,4
18000,1996,Caring and nursing,Secondary Activities,Female,,4
19000,1996,Caring and nursing,Secondary Activities,Female,,6
20000,1996,Caring and nursing,Secondary Activities,Female,,5
21000,1996,Caring and nursing,Secondary Activities,Female,,5
22000,1996,Caring and nursing,Secondary Activities,Female,,5
23000,1996,Caring and nursing,Secondary Activities,Female,,4
24000,1996,Caring and nursing,Secondary Activities,Female,,5
25000,1996,Caring and nursing,Secondary Activities,Female,,5
26000,1996,Caring and nursing,Secondary Activities,Female,,5
27000,1996,Caring and nursing,Secondary Activities,Female,,5
28000,1996,Caring and nursing,Secondary Activities,Female,,5
29000,1996,Caring and nursing,Secondary Activities,Female,,4
30000,1996,Caring and nursing,Secondary Activities,Female,,5
31000,1996,Caring and nursing,Secondary Activities,Female,,5
32000,1996,Caring and nursing,Secondary Activities,Female,,4
33000,1996,Caring and nursing,Secondary Activities,Female,,7
34000,1996,Caring and nursing,Secondary Activities,Female,,5
35000,1996,Caring and nursing,Secondary Activities,Female,,3
36000,1996,Caring and nursing,Secondary Activities,Female,,4
37000,1996,Caring and nursing,Secondary Activities,Female,,6
38000,1996,Caring and nursing,Secondary Activities,Female,,6
39000,1996,Caring and nursing,Secondary Activities,Female,,4
40000,1996,Caring and nursing,Secondary Activities,Female,,6
41000,1996,Caring and nursing,Secondary Activities,Female,,5
42000,1996,Caring and nursing,Secondary Activities,Female,,8
43000,1996,Caring and nursing,Secondary Activities,Female,,5
44000,1996,Caring and nursing,Secondary Activities,Female,,5
45000,1996,Caring and nursing,Secondary Activities,Female,,8
46000,1996,Caring and nursing,Secondary Activities,Female,,5
47000,1996,Caring and nursing,Secondary Activities,Female,,3
0,2001,Caring and nursing,Secondary Activities,Female,,5
1000,2001,Caring and nursing,Secondary Activities,Female,,4
2000,2001,Caring and nursing,Secondary Activities,Female,,5
3000,2001,Caring and nursing,Secondary Activities,Female,,6
4000,2001,Caring and nursing,Secondary Activities,Female,,4
5000,2001,Caring and nursing,Secondary Activities,Female,,6
6000,2001,Caring and nursing,Secondary Activities,Female,,6
7000,2001,Caring and nursing,Secondary Activities,Female,,5
8000,2001,Caring and nursing,Secondary Activities,Female,,3
9000,2001,Caring and nursing,Secondary Activities,Female,,4
10000,2001,Caring and nursing,Secondary Activities,Female,,7
11000,2001,Caring and nursing,Secondary Activities,Female,,4
12000,2001,Caring and nursing,Secondary Activities,Female,,4
13000,2001,Caring and nursing,Secondary Activities,Female,,4
14000,2001,Caring and nursing,Secondary Activities,Female,,4
15000,2001,Caring and nursing,Secondary Activities,Female,,4
16000,2001,Caring and nursing,Secondary Activities,Female,,6
17000,2001,Caring and nursing,Secondary Activities,Female,,5
18000,2001,Caring and nursing,Secondary Activities,Female,,5
19000,2001,Caring and nursing,Secondary Activities,Female,,4
20000,2001,Caring and nursing,Secondary Activities,Female,,4
21000,2001,Caring and nursing,Secondary Activities,Female,,4
22000,2001,Caring and nursing,Secondary Activities,Female,,6
23000,2001,Caring and nursing,Secondary Activities,Female,,5
24000,2001,Caring and nursing,Secondary Activities,Female,,5
25000,2001,Caring and nursing,Secondary Activities,Female,,6
26000,2001,Caring and nursing,Secondary Activities,Female,,7
