Region,Year,Activities,ActivityType,Gender,HaveJob,TimeUse
47000,1996,Sleep,Primary Activities,Male,FALSE,503
0,2001,Sleep,Primary Activities,Male,FALSE,504
1000,2001,Sleep,Primary Activities,Male,FALSE,516
2000,2001,Sleep,Primary Activities,Male,FALSE,527
3000,2001,Sleep,Primary Activities,Male,FALSE,522
4000,2001,Sleep,Primary Activities,Male,FALSE,495
5000,2001,Sleep,Primary Activities,Male,FALSE,528
6000,2001,Sleep,Primary Activities,Male,FALSE,525
7000,2001,Sleep,Primary Activities,Male,FALSE,519
8000,2001,Sleep,Primary Activities,Male,FALSE,516
9000,2001,Sleep,Primary Activities,Male,FALSE,512
10000,2001,Sleep,Primary Activities,Male,FALSE,517
11000,2001,Sleep,Primary Activities,Male,FALSE,498
12000,2001,Sleep,Primary Activities,Male,FALSE,502
13000,2001,Sleep,Primary Activities,Male,FALSE,496
14000,2001,Sleep,Primary Activities,Male,FALSE,495
15000,2001,Sleep,Primary Activities,Male,FALSE,511
16000,2001,Sleep,Primary Activities,Male,FALSE,514
17000,2001,Sleep,Primary Activities,Male,FALSE,504
18000,2001,Sleep,Primary Activities,Male,FALSE,507
19000,2001,Sleep,Primary Activities,Male,FALSE,510
20000,2001,Sleep,Primary Activities,Male,FALSE,500
21000,2001,Sleep,Primary Activities,Male,FALSE,516
22000,2001,Sleep,Primary Activities,Male,FALSE,497
23000,2001,Sleep,Primary Activities,Male,FALSE,500
24000,2001,Sleep,Primary Activities,Male,FALSE,511
25000,2001,Sleep,Primary Activities,Male,FALSE,499
26000,2001,Sleep,Primary Activities,Male,FALSE,505
27000,2001,Sleep,Primary Activities,Male,FALSE,493
28000,2001,Sleep,Primary Activities,Male,FALSE,506
29000,2001,Sleep,Primary Activities,Male,FALSE,501
30000,2001,Sleep,Primary Activities,Male,FALSE,516
31000,2001,Sleep,Primary Activities,Male,FALSE,502
32000,2001,Sleep,Primary Activities,Male,FALSE,519
33000,2001,Sleep,Primary Activities,Male,FALSE,503
34000,2001,Sleep,Primary Activities,Male,FALSE,494
35000,2001,Sleep,Primary Activities,Male,FALSE,514
36000,2001,Sleep,Primary Activities,Male,FALSE,508
37000,2001,Sleep,Primary Activities,Male,FALSE,501
38000,2001,Sleep,Primary Activities,Male,FALSE,510
39000,2001,Sleep,Primary Activities,Male,FALSE,517
40000,2001,Sleep,Primary Activities,Male,FALSE,497
41000,2001,Sleep,Primary Activities,Male,FALSE,510
42000,2001,Sleep,Primary Activities,Male,FALSE,502
43000,2001,Sleep,Primary Activities,Male,FALSE,500
44000,2001,Sleep,Primary Activities,Male,FALSE,523
45000,2001,Sleep,Primary Activities,Male,FALSE,510
46000,2001,Sleep,Primary Activities,Male,FALSE,515
47000,2001,Sleep,Primary Activities,Male,FALSE,507
0,2006,Sleep,Primary Activities,Male,FALSE,503
1000,2006,Sleep,Primary Activities,Male,FALSE,510
2000,2006,Sleep,Primary Activities,Male,FALSE,528
3000,2006,Sleep,Primary Activities,Male,FALSE,532
4000,2006,Sleep,Primary Activities,Male,FALSE,510
5000,2006,Sleep,Primary Activities,Male,FALSE,524
6000,2006,Sleep,Primary Activities,Male,FALSE,539
7000,2006,Sleep,Primary Activities,Male,FALSE,513
8000,2006,Sleep,Primary Activities,Male,FALSE,489
9000,2006,Sleep,Primary Activities,Male,FALSE,505
10000,2006,Sleep,Primary Activities,Male,FALSE,506
11000,2006,Sleep,Primary Activities,Male,FALSE,492
12000,2006,Sleep,Primary Activities,Male,FALSE,501
13000,2006,Sleep,Primary Activities,Male,FALSE,496
14000,2006,Sleep,Primary Activities,Male,FALSE,490
15000,2006,Sleep,Primary Activities,Male,FALSE,533
16000,2006,Sleep,Primary Activities,Male,FALSE,507
17000,2006,Sleep,Primary Activities,Male,FALSE,505
18000,2006,Sleep,Primary Activities,Male,FALSE,519
19000,2006,Sleep,Primary Activities,Male,FALSE,516
20000,2006,Sleep,Primary Activities,Male,FALSE,509
21000,2006,Sleep,Primary Activities,Male,FALSE,501
22000,2006,Sleep,Primary Activities,Male,FALSE,509
23000,2006,Sleep,Primary Activities,Male,FALSE,505
24000,2006,Sleep,Primary Activities,Male,FALSE,518
25000,2006,Sleep,Primary Activities,Male,FALSE,498
26000,2006,Sleep,Primary Activities,Male,FALSE,495
27000,2006,Sleep,Primary Activities,Male,FALSE,495
28000,2006,Sleep,Primary Activities,Male,FALSE,498
29000,2006,Sleep,Primary Activities,Male,FALSE,492
30000,2006,Sleep,Primary Activities,Male,FALSE,521
31000,2006,Sleep,Primary Activities,Male,FALSE,503
32000,2006,Sleep,Primary Activities,Male,FALSE,516
33000,2006,Sleep,Primary Activities,Male,FALSE,495
34000,2006,Sleep,Primary Activities,Male,FALSE,496
35000,2006,Sleep,Primary Activities,Male,FALSE,501
36000,2006,Sleep,Primary Activities,Male,FALSE,501
37000,2006,Sleep,Primary Activities,Male,FALSE,515
38000,2006,Sleep,Primary Activities,Male,FALSE,513
39000,2006,Sleep,Primary Activities,Male,FALSE,511
40000,2006,Sleep,Primary Activities,Male,FALSE,512
41000,2006,Sleep,Primary Activities,Male,FALSE,510
42000,2006,Sleep,Primary Activities,Male,FALSE,494
43000,2006,Sleep,Primary Activities,Male,FALSE,518
44000,2006,Sleep,Primary Activities,Male,FALSE,517
45000,2006,Sleep,Primary Activities,Male,FALSE,504
46000,2006,Sleep,Primary Activities,Male,FALSE,504
47000,2006,Sleep,Primary Activities,Male,FALSE,512
0,2011,Sleep,Primary Activities,Male,FALSE,501
1000,2011,Sleep,Primary Activities,Male,FALSE,511
2000,2011,Sleep,Primary Activities,Male,FALSE,522
3000,2011,Sleep,Primary Activities,Male,FALSE,504
4000,2011,Sleep,Primary Activities,Male,FALSE,505
5000,2011,Sleep,Primary Activities,Male,FALSE,530
6000,2011,Sleep,Primary Activities,Male,FALSE,523
7000,2011,Sleep,Primary Activities,Male,FALSE,521
8000,2011,Sleep,Primary Activities,Male,FALSE,502
9000,2011,Sleep,Primary Activities,Male,FALSE,511
10000,2011,Sleep,Primary Activities,Male,FALSE,497
11000,2011,Sleep,Primary Activities,Male,FALSE,492
12000,2011,Sleep,Primary Activities,Male,FALSE,494
13000,2011,Sleep,Primary Activities,Male,FALSE,493
14000,2011,Sleep,Primary Activities,Male,FALSE,490
15000,2011,Sleep,Primary Activities,Male,FALSE,524
16000,2011,Sleep,Primary Activities,Male,FALSE,506
17000,2011,Sleep,Primary Activities,Male,FALSE,503
18000,2011,Sleep,Primary Activities,Male,FALSE,508
19000,2011,Sleep,Primary Activities,Male,FALSE,514
20000,2011,Sleep,Primary Activities,Male,FALSE,501
21000,2011,Sleep,Primary Activities,Male,FALSE,505
22000,2011,Sleep,Primary Activities,Male,FALSE,503
23000,2011,Sleep,Primary Activities,Male,FALSE,496
24000,2011,Sleep,Primary Activities,Male,FALSE,510
25000,2011,Sleep,Primary Activities,Male,FALSE,499
26000,2011,Sleep,Primary Activities,Male,FALSE,500
27000,2011,Sleep,Primary Activities,Male,FALSE,499
28000,2011,Sleep,Primary Activities,Male,FALSE,500
29000,2011,Sleep,Primary Activities,Male,FALSE,489
30000,2011,Sleep,Primary Activities,Male,FALSE,520
31000,2011,Sleep,Primary Activities,Male,FALSE,506
32000,2011,Sleep,Primary Activities,Male,FALSE,516
33000,2011,Sleep,Primary Activities,Male,FALSE,500
34000,2011,Sleep,Primary Activities,Male,FALSE,498
35000,2011,Sleep,Primary Activities,Male,FALSE,511
36000,2011,Sleep,Primary Activities,Male,FALSE,512
37000,2011,Sleep,Primary Activities,Male,FALSE,500
38000,2011,Sleep,Primary Activities,Male,FALSE,498
39000,2011,Sleep,Primary Activities,Male,FALSE,525
40000,2011,Sleep,Primary Activities,Male,FALSE,504
41000,2011,Sleep,Primary Activities,Male,FALSE,502
42000,2011,Sleep,Primary Activities,Male,FALSE,495
43000,2011,Sleep,Primary Activities,Male,FALSE,513
44000,2011,Sleep,Primary Activities,Male,FALSE,495
45000,2011,Sleep,Primary Activities,Male,FALSE,501
46000,2011,Sleep,Primary Activities,Male,FALSE,517
47000,2011,Sleep,Primary Activities,Male,FALSE,491
0,2016,Sleep,Primary Activities,Male,FALSE,496
1000,2016,Sleep,Primary Activities,Male,FALSE,513
2000,2016,Sleep,Primary Activities,Male,FALSE,533
3000,2016,Sleep,Primary Activities,Male,FALSE,520
4000,2016,Sleep,Primary Activities,Male,FALSE,507
5000,2016,Sleep,Primary Activities,Male,FALSE,526
6000,2016,Sleep,Primary Activities,Male,FALSE,509
7000,2016,Sleep,Primary Activities,Male,FALSE,516
8000,2016,Sleep,Primary Activities,Male,FALSE,497
9000,2016,Sleep,Primary Activities,Male,FALSE,490
10000,2016,Sleep,Primary Activities,Male,FALSE,497
11000,2016,Sleep,Primary Activities,Male,FALSE,481
12000,2016,Sleep,Primary Activities,Male,FALSE,477
13000,2016,Sleep,Primary Activities,Male,FALSE,492
14000,2016,Sleep,Primary Activities,Male,FALSE,490
15000,2016,Sleep,Primary Activities,Male,FALSE,512
16000,2016,Sleep,Primary Activities,Male,FALSE,498
17000,2016,Sleep,Primary Activities,Male,FALSE,497
18000,2016,Sleep,Primary Activities,Male,FALSE,509
19000,2016,Sleep,Primary Activities,Male,FALSE,499
20000,2016,Sleep,Primary Activities,Male,FALSE,511
21000,2016,Sleep,Primary Activities,Male,FALSE,498
22000,2016,Sleep,Primary Activities,Male,FALSE,491
23000,2016,Sleep,Primary Activities,Male,FALSE,489
24000,2016,Sleep,Primary Activities,Male,FALSE,503
25000,2016,Sleep,Primary Activities,Male,FALSE,501
26000,2016,Sleep,Primary Activities,Male,FALSE,497
27000,2016,Sleep,Primary Activities,Male,FALSE,491
28000,2016,Sleep,Primary Activities,Male,FALSE,484
29000,2016,Sleep,Primary Activities,Male,FALSE,505
30000,2016,Sleep,Primary Activities,Male,FALSE,504
31000,2016,Sleep,Primary Activities,Male,FALSE,501
32000,2016,Sleep,Primary Activities,Male,FALSE,508
33000,2016,Sleep,Primary Activities,Male,FALSE,495
34000,2016,Sleep,Primary Activities,Male,FALSE,497
35000,2016,Sleep,Primary Activities,Male,FALSE,495
36000,2016,Sleep,Primary Activities,Male,FALSE,505
37000,2016,Sleep,Primary Activities,Male,FALSE,503
38000,2016,Sleep,Primary Activities,Male,FALSE,504
39000,2016,Sleep,Primary Activities,Male,FALSE,513
40000,2016,Sleep,Primary Activities,Male,FALSE,490
41000,2016,Sleep,Primary Activities,Male,FALSE,504
42000,2016,Sleep,Primary Activities,Male,FALSE,493
43000,2016,Sleep,Primary Activities,Male,FALSE,498
44000,2016,Sleep,Primary Activities,Male,FALSE,498
45000,2016,Sleep,Primary Activities,Male,FALSE,505
46000,2016,Sleep,Primary Activities,Male,FALSE,507
47000,2016,Sleep,Primary Activities,Male,FALSE,493
0,1996,Sleep,Primary Activities,Female,,460
1000,1996,Sleep,Primary Activities,Female,,468
2000,1996,Sleep,Primary Activities,Female,,477
3000,1996,Sleep,Primary Activities,Female,,475
4000,1996,Sleep,Primary Activities,Female,,473
5000,1996,Sleep,Primary Activities,Female,,476
6000,1996,Sleep,Primary Activities,Female,,482
7000,1996,Sleep,Primary Activities,Female,,472
8000,1996,Sleep,Primary Activities,Female,,464
9000,1996,Sleep,Primary Activities,Female,,464
10000,1996,Sleep,Primary Activities,Female,,465
11000,1996,Sleep,Primary Activities,Female,,453
12000,1996,Sleep,Primary Activities,Female,,453
13000,1996,Sleep,Primary Activities,Female,,456
14000,1996,Sleep,Primary Activities,Female,,452
15000,1996,Sleep,Primary Activities,Female,,469
16000,1996,Sleep,Primary Activities,Female,,462
17000,1996,Sleep,Primary Activities,Female,,460
18000,1996,Sleep,Primary Activities,Female,,464
19000,1996,Sleep,Primary Activities,Female,,465
20000,1996,Sleep,Primary Activities,Female,,463
21000,1996,Sleep,Primary Activities,Female,,458
22000,1996,Sleep,Primary Activities,Female,,456
23000,1996,Sleep,Primary Activities,Female,,459
24000,1996,Sleep,Primary Activities,Female,,465
25000,1996,Sleep,Primary Activities,Female,,458
26000,1996,Sleep,Primary Activities,Female,,462
27000,1996,Sleep,Primary Activities,Female,,452
28000,1996,Sleep,Primary Activities,Female,,454
29000,1996,Sleep,Primary Activities,Female,,454
30000,1996,Sleep,Primary Activities,Female,,470
31000,1996,Sleep,Primary Activities,Female,,462
32000,1996,Sleep,Primary Activities,Female,,465
33000,1996,Sleep,Primary Activities,Female,,453
34000,1996,Sleep,Primary Activities,Female,,462
35000,1996,Sleep,Primary Activities,Female,,456
36000,1996,Sleep,Primary Activities,Female,,470
37000,1996,Sleep,Primary Activities,Female,,463
38000,1996,Sleep,Primary Activities,Female,,459
39000,1996,Sleep,Primary Activities,Female,,471
40000,1996,Sleep,Primary Activities,Female,,455
41000,1996,Sleep,Primary Activities,Female,,456
42000,1996,Sleep,Primary Activities,Female,,460
43000,1996,Sleep,Primary Activities,Female,,462
44000,1996,Sleep,Primary Activities,Female,,457
45000,1996,Sleep,Primary Activities,Female,,466
46000,1996,Sleep,Primary Activities,Female,,465
47000,1996,Sleep,Primary Activities,Female,,469
0,2001,Sleep,Primary Activities,Female,,458
1000,2001,Sleep,Primary Activities,Female,,466
2000,2001,Sleep,Primary Activities,Female,,476
3000,2001,Sleep,Primary Activities,Female,,476
4000,2001,Sleep,Primary Activities,Female,,471
5000,2001,Sleep,Primary Activities,Female,,475
6000,2001,Sleep,Primary Activities,Female,,475
7000,2001,Sleep,Primary Activities,Female,,471
8000,2001,Sleep,Primary Activities,Female,,457
9000,2001,Sleep,Primary Activities,Female,,459
10000,2001,Sleep,Primary Activities,Female,,462
11000,2001,Sleep,Primary Activities,Female,,451
12000,2001,Sleep,Primary Activities,Female,,451
13000,2001,Sleep,Primary Activities,Female,,450
14000,2001,Sleep,Primary Activities,Female,,452
15000,2001,Sleep,Primary Activities,Female,,469
16000,2001,Sleep,Primary Activities,Female,,462
17000,2001,Sleep,Primary Activities,Female,,463
18000,2001,Sleep,Primary Activities,Female,,463
19000,2001,Sleep,Primary Activities,Female,,464
20000,2001,Sleep,Primary Activities,Female,,464
21000,2001,Sleep,Primary Activities,Female,,458
22000,2001,Sleep,Primary Activities,Female,,455
23000,2001,Sleep,Primary Activities,Female,,459
24000,2001,Sleep,Primary Activities,Female,,459
25000,2001,Sleep,Primary Activities,Female,,460
26000,2001,Sleep,Primary Activities,Female,,459
27000,2001,Sleep,Primary Activities,Female,,457
28000,2001,Sleep,Primary Activities,Female,,450
29000,2001,Sleep,Primary Activities,Female,,457
30000,2001,Sleep,Primary Activities,Female,,469
31000,2001,Sleep,Primary Activities,Female,,464
32000,2001,Sleep,Primary Activities,Female,,469
33000,2001,Sleep,Primary Activities,Female,,458
34000,2001,Sleep,Primary Activities,Female,,455
35000,2001,Sleep,Primary Activities,Female,,456
36000,2001,Sleep,Primary Activities,Female,,459
37000,2001,Sleep,Primary Activities,Female,,465
38000,2001,Sleep,Primary Activities,Female,,464
39000,2001,Sleep,Primary Activities,Female,,473
40000,2001,Sleep,Primary Activities,Female,,457
41000,2001,Sleep,Primary Activities,Female,,457
42000,2001,Sleep,Primary Activities,Female,,460
43000,2001,Sleep,Primary Activities,Female,,468
44000,2001,Sleep,Primary Activities,Female,,458
45000,2001,Sleep,Primary Activities,Female,,467
46000,2001,Sleep,Primary Activities,Female,,465
47000,2001,Sleep,Primary Activities,Female,,462
0,2006,Sleep,Primary Activities,Female,,455
1000,2006,Sleep,Primary Activities,Female,,468
2000,2006,Sleep,Primary Activities,Female,,475
3000,2006,Sleep,Primary Activities,Female,,473
4000,2006,Sleep,Primary Activities,Female,,467
5000,2006,Sleep,Primary Activities,Female,,478
6000,2006,Sleep,Primary Activities,Female,,475
7000,2006,Sleep,Primary Activities,Female,,467
8000,2006,Sleep,Primary Activities,Female,,461
9000,2006,Sleep,Primary Activities,Female,,453
10000,2006,Sleep,Primary Activities,Female,,455
11000,2006,Sleep,Primary Activities,Female,,450
12000,2006,Sleep,Primary Activities,Female,,448
13000,2006,Sleep,Primary Activities,Female,,450
14000,2006,Sleep,Primary Activities,Female,,446
15000,2006,Sleep,Primary Activities,Female,,464
16000,2006,Sleep,Primary Activities,Female,,455
17000,2006,Sleep,Primary Activities,Female,,456
18000,2006,Sleep,Primary Activities,Female,,460
19000,2006,Sleep,Primary Activities,Female,,463
20000,2006,Sleep,Primary Activities,Female,,460
21000,2006,Sleep,Primary Activities,Female,,456
22000,2006,Sleep,Primary Activities,Female,,454
23000,2006,Sleep,Primary Activities,Female,,450
24000,2006,Sleep,Primary Activities,Female,,457
25000,2006,Sleep,Primary Activities,Female,,450
26000,2006,Sleep,Primary Activities,Female,,455
27000,2006,Sleep,Primary Activities,Female,,452
28000,2006,Sleep,Primary Activities,Female,,451
29000,2006,Sleep,Primary Activities,Female,,450
30000,2006,Sleep,Primary Activities,Female,,463
31000,2006,Sleep,Primary Activities,Female,,457
32000,2006,Sleep,Primary Activities,Female,,466
33000,2006,Sleep,Primary Activities,Female,,453
34000,2006,Sleep,Primary Activities,Female,,457
35000,2006,Sleep,Primary Activities,Female,,453
36000,2006,Sleep,Primary Activities,Female,,460
37000,2006,Sleep,Primary Activities,Female,,456
38000,2006,Sleep,Primary Activities,Female,,457
39000,2006,Sleep,Primary Activities,Female,,465
40000,2006,Sleep,Primary Activities,Female,,453
41000,2006,Sleep,Primary Activities,Female,,457
42000,2006,Sleep,Primary Activities,Female,,457
43000,2006,Sleep,Primary Activities,Female,,462
44000,2006,Sleep,Primary Activities,Female,,455
45000,2006,Sleep,Primary Activities,Female,,457
46000,2006,Sleep,Primary Activities,Female,,464
47000,2006,Sleep,Primary Activities,Female,,462
0,2011,Sleep,Primary Activities,Female,,456
1000,2011,Sleep,Primary Activities,Female,,464
2000,2011,Sleep,Primary Activities,Female,,474
3000,2011,Sleep,Primary Activities,Female,,466
4000,2011,Sleep,Primary Activities,Female,,464
5000,2011,Sleep,Primary Activities,Female,,473
6000,2011,Sleep,Primary Activities,Female,,470
7000,2011,Sleep,Primary Activities,Female,,470
8000,2011,Sleep,Primary Activities,Female,,460
9000,2011,Sleep,Primary Activities,Female,,458
10000,2011,Sleep,Primary Activities,Female,,461
11000,2011,Sleep,Primary Activities,Female,,450
12000,2011,Sleep,Primary Activities,Female,,450
13000,2011,Sleep,Primary Activities,Female,,454
14000,2011,Sleep,Primary Activities,Female,,445
15000,2011,Sleep,Primary Activities,Female,,462
16000,2011,Sleep,Primary Activities,Female,,459
17000,2011,Sleep,Primary Activities,Female,,466
18000,2011,Sleep,Primary Activities,Female,,460
19000,2011,Sleep,Primary Activities,Female,,457
20000,2011,Sleep,Primary Activities,Female,,465
21000,2011,Sleep,Primary Activities,Female,,455
22000,2011,Sleep,Primary Activities,Female,,451
23000,2011,Sleep,Primary Activities,Female,,458
24000,2011,Sleep,Primary Activities,Female,,456
25000,2011,Sleep,Primary Activities,Female,,456
26000,2011,Sleep,Primary Activities,Female,,457
27000,2011,Sleep,Primary Activities,Female,,452
28000,2011,Sleep,Primary Activities,Female,,446
29000,2011,Sleep,Primary Activities,Female,,447
30000,2011,Sleep,Primary Activities,Female,,459
31000,2011,Sleep,Primary Activities,Female,,458
32000,2011,Sleep,Primary Activities,Female,,464
33000,2011,Sleep,Primary Activities,Female,,454
34000,2011,Sleep,Primary Activities,Female,,445
35000,2011,Sleep,Primary Activities,Female,,457
36000,2011,Sleep,Primary Activities,Female,,458
37000,2011,Sleep,Primary Activities,Female,,461
38000,2011,Sleep,Primary Activities,Female,,456
39000,2011,Sleep,Primary Activities,Female,,470
40000,2011,Sleep,Primary Activities,Female,,457
41000,2011,Sleep,Primary Activities,Female,,458
42000,2011,Sleep,Primary Activities,Female,,459
43000,2011,Sleep,Primary Activities,Female,,463
